method,scenario,seed,status,K_true_relevant,K_selected,node_count_error,node_support_precision,node_support_recall,node_support_f1,group_ari,mean_score_correlation,measurement_reliability_level_B,heldout_nll_level_A,heldout_nll_level_B,heldout_nll_level_C,bootstrap_edge_jaccard,runtime_seconds,level_A_precision,level_A_recall,level_A_f1,level_A_fdr,level_A_fnr,level_A_specificity,level_A_tp,level_A_fp,level_A_fn,level_A_tn,level_A_mcc,level_A_shd,level_A_normalized_shd,level_A_auprc,level_A_partial_corr_rmse,level_A_exact_graph,level_A_any_false_edge,level_A_n_false_edges,level_A_edge_rmse,level_A_nonedge_rmse,level_A_detected_edge_sign_accuracy,level_B_precision,level_B_recall,level_B_f1,level_B_fdr,level_B_fnr,level_B_specificity,level_B_tp,level_B_fp,level_B_fn,level_B_tn,level_B_mcc,level_B_shd,level_B_normalized_shd,level_B_auprc,level_B_partial_corr_rmse,level_B_exact_graph,level_B_any_false_edge,level_B_n_false_edges,level_B_edge_rmse,level_B_nonedge_rmse,level_B_detected_edge_sign_accuracy,level_C_precision,level_C_recall,level_C_f1,level_C_fdr,level_C_fnr,level_C_specificity,level_C_tp,level_C_fp,level_C_fn,level_C_tn,level_C_mcc,level_C_shd,level_C_normalized_shd,level_C_auprc,level_C_partial_corr_rmse,level_C_exact_graph,level_C_any_false_edge,level_C_n_false_edges,level_C_edge_rmse,level_C_nonedge_rmse,level_C_detected_edge_sign_accuracy,degree_correlation,connected_component_count_error,spurious_bridges,lag_edge_precision,lag_edge_recall,lag_edge_f1
latent_variable_determination2,dense_near_limit,3,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.7741935483870968,0.9437069380479355,0.9393121434698655,6.018770251797462,5.980417984754587,5.28484061852158,0.7067460317460317,0.16439931599597912,1.0,0.8888888888888888,0.9411764705882353,0.0,0.1111111111111111,1.0,8.0,0.0,1.0,6.0,0.8728715609439694,1.0,0.06666666666666667,1.0000000000000002,0.0514628979272824,0.0,0.0,0.0,0.06611062891026781,0.008071664965669243,1.0,1.0,0.7777777777777778,0.8750000000000001,0.0,0.2222222222222222,1.0,7.0,0.0,2.0,6.0,0.7637626158259733,2.0,0.13333333333333333,1.0000000000000002,0.062340105735385516,0.0,0.0,0.0,0.07983211114666913,0.012488915186933371,1.0,1.0,0.7777777777777778,0.8750000000000001,0.0,0.2222222222222222,1.0,7.0,0.0,2.0,6.0,0.7637626158259733,2.0,0.13333333333333333,0.9888888888888892,0.14155121177736038,0.0,0.0,0.0,0.1821253398631628,0.018368580747814788,1.0,0.4330127018922194,0.0,0.0,,,
latent_variable_determination2,dense_near_limit,4,ok,6.0,6.0,0.0,1.0,0.8888888888888888,0.9411764705882353,0.7882926829268293,0.9606480062693072,0.9317774073860284,5.99898394502738,5.990197140149622,5.925954449428034,0.8476190476190476,0.16382112000428606,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.03264548497966477,1.0,0.0,0.0,0.04629593256737117,0.018636985657758006,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.037774376761564483,1.0,0.0,0.0,0.055722747611978936,0.017554377381596344,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.037024887366801616,1.0,0.0,0.0,0.05395105658502909,0.018554230508967574,1.0,0.9999999999999998,0.0,0.0,,,
latent_variable_determination2,small_sample,0,ok,6.0,6.0,0.0,0.972972972972973,1.0,0.9863013698630138,0.7741935483870968,0.9478536652026855,0.9432290544882683,5.931570203710959,5.741106057847117,4.796797665716472,0.5388636363636363,0.3365199899999425,0.625,1.0,0.7692307692307693,0.375,0.0,0.7,5.0,3.0,0.0,7.0,0.6614378277661477,3.0,0.2,0.8766666666666667,0.10005896654635736,0.0,1.0,3.0,0.08785808580390571,0.1056322562427044,1.0,0.625,1.0,0.7692307692307693,0.375,0.0,0.7,5.0,3.0,0.0,7.0,0.6614378277661477,3.0,0.2,0.9266666666666665,0.07316213074194275,0.0,1.0,3.0,0.06766884254626748,0.07575955343239502,1.0,0.6666666666666666,0.8,0.7272727272727272,0.3333333333333333,0.2,0.8,4.0,2.0,1.0,8.0,0.5773502691896257,3.0,0.2,0.8444444444444443,0.15266441777827075,0.0,1.0,2.0,0.24256014985199573,0.07444409671193732,1.0,0.4330127018922194,0.0,0.0,,,
latent_variable_determination2,small_sample,1,ok,6.0,6.0,0.0,1.0,0.9444444444444444,0.9714285714285714,0.7923444976076555,0.9716169029389503,0.9516308849992425,5.79340230200939,6.020190873112069,5.8997159063480025,0.4834126984126984,0.25506979700003285,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05214434045534625,1.0,0.0,0.0,0.08890161031008605,0.011260559685086302,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,0.9666666666666667,0.07700038019312529,0.0,0.0,0.0,0.1290697603700033,0.02375050112826517,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.053491513916438575,1.0,0.0,0.0,0.08193964657950395,0.030577119727368162,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,small_sample,2,ok,6.0,6.0,0.0,1.0,0.6388888888888888,0.7796610169491525,0.2970464135021097,0.9555464866630747,0.942410743006366,6.576630048482836,6.65266077746026,6.422143107036886,0.4333333333333333,0.28048867799225263,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.6000000000000001,0.1316843954058619,0.0,0.0,0.0,0.2280840634069425,0.0,1.0,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.6000000000000001,0.1296585509391084,0.0,0.0,0.0,0.22457519786229316,0.0,1.0,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.6000000000000001,0.1298228764228316,0.0,0.0,0.0,0.22485981794908005,0.0,1.0,-0.25,4.0,0.0,,,
latent_variable_determination2,small_sample,3,ok,6.0,6.0,0.0,0.972972972972973,1.0,0.9863013698630138,1.0,0.9783171095020581,0.9570529534810491,5.787289168664662,5.968476792207797,5.969484355141229,0.4400396825396825,0.11344497499521822,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,0.9428571428571428,0.06767208929800027,0.0,1.0,2.0,0.06758490457765326,0.0677156395639112,1.0,0.8,0.8,0.8000000000000002,0.2,0.2,0.9,4.0,1.0,1.0,9.0,0.7,2.0,0.13333333333333333,0.9028571428571428,0.08219635759855502,0.0,1.0,1.0,0.12601445644785633,0.04684591963853374,1.0,0.8,0.8,0.8000000000000002,0.2,0.2,0.9,4.0,1.0,1.0,9.0,0.7,2.0,0.13333333333333333,0.9028571428571428,0.08226426282278225,0.0,1.0,1.0,0.12629881859465067,0.0466413723796958,1.0,0.15811388300841894,0.0,0.0,,,
latent_variable_determination2,small_sample,4,ok,6.0,6.0,0.0,0.972972972972973,1.0,0.9863013698630138,1.0,0.9730905228003439,0.9474094663080699,6.221673730512966,6.257858555594206,6.2534118803876595,0.4600000000000001,0.4765053729934152,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,1.0,0.05975876089838007,0.0,1.0,2.0,0.08787206869302461,0.03867704781868467,1.0,1.0,0.6,0.7499999999999999,0.0,0.4,1.0,3.0,0.0,2.0,10.0,0.7071067811865475,2.0,0.13333333333333333,0.7333333333333332,0.1048264289319353,0.0,0.0,0.0,0.18156470088612006,0.0,1.0,1.0,0.6,0.7499999999999999,0.0,0.4,1.0,3.0,0.0,2.0,10.0,0.7071067811865475,2.0,0.13333333333333333,0.7333333333333332,0.10492078012577477,0.0,0.0,0.0,0.1817281219476048,0.0,1.0,0.0,2.0,0.0,,,
latent_variable_determination2,ill_conditioned_covariance,0,ok,6.0,5.0,1.0,1.0,0.9444444444444444,0.9714285714285714,0.4946058091286307,0.9483104881028339,0.9361245014286493,1.7788328191128868,2.4928694984216224,1.5584951359024442,0.8466666666666667,0.2762362240027869,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.013979363737596109,1.0,0.0,0.0,0.02128533116697167,0.008160959154302695,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.046782894168442446,1.0,0.0,0.0,0.06437129770707932,0.034801247045426566,1.0,0.75,0.6,0.6666666666666665,0.25,0.4,0.9,3.0,1.0,2.0,9.0,0.533001790889026,3.0,0.2,0.7333333333333332,0.19582368780134662,0.0,1.0,1.0,0.29223151362159333,0.12174048742877276,1.0,0.31622776601683805,1.0,0.0,,,
latent_variable_determination2,ill_conditioned_covariance,1,ok,6.0,6.0,0.0,1.0,0.9166666666666666,0.9565217391304348,0.7746341463414634,0.9530054066330074,0.9362252120027184,2.1432294959308154,2.8845136268667595,2.189608066873177,0.8476190476190476,0.37631628799135797,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.027812509624685552,1.0,0.0,0.0,0.03889855501477966,0.020093649402632648,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.05213793949325786,0.0,1.0,1.0,0.07140716525606652,0.03909035017687009,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.09122681695952359,0.0,1.0,1.0,0.14997869550386922,0.03516665531904439,1.0,0.8660254037844388,0.0,0.0,,,
latent_variable_determination2,ill_conditioned_covariance,2,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.966824644549763,0.965254293626416,0.9338271885574133,2.3541165175425194,3.053010744701582,3.0619082114688774,0.8714285714285716,0.1875905380002223,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.024222630976060616,1.0,0.0,0.0,0.0412294189817425,0.005492839185483516,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.045477347018387355,1.0,0.0,0.0,0.06985529412601042,0.02573718281068319,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.044533375421315954,1.0,0.0,0.0,0.06914620429279428,0.024170922729043316,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,ill_conditioned_covariance,3,ok,6.0,6.0,0.0,0.9,1.0,0.9473684210526316,0.4625,0.9423995753742768,0.9411140302531703,2.237313785359709,2.914468848834773,1.5262570054897138,0.9555555555555555,0.358195231994614,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.01935393026121669,1.0,0.0,0.0,0.028326191328782623,0.012675778762532036,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.038619608146766696,1.0,0.0,0.0,0.05793118758134219,0.023647409008650096,1.0,0.625,1.0,0.7692307692307693,0.375,0.0,0.7,5.0,3.0,0.0,7.0,0.6614378277661477,3.0,0.2,0.9266666666666665,0.13179437668761132,0.0,1.0,3.0,0.1587119764346462,0.11601676972669998,1.0,0.9449111825230682,0.0,0.0,,,
latent_variable_determination2,ill_conditioned_covariance,4,ok,6.0,5.0,1.0,0.8571428571428571,1.0,0.923076923076923,0.703734439834025,0.947638216967977,0.9312517682345155,2.646292812559843,3.3627607786699794,2.6286570974331798,0.7178571428571429,0.28590216299926396,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.017433822116690836,1.0,0.0,0.0,0.02010639428995793,0.01593027572652152,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.04745997033508454,1.0,0.0,0.0,0.06597492879130043,0.0346745953372505,1.0,0.6,0.6,0.6,0.4,0.4,0.8,3.0,2.0,2.0,8.0,0.4,4.0,0.26666666666666666,0.7333333333333332,0.19558474581734017,0.0,1.0,2.0,0.29734216994135027,0.11477763798726189,1.0,0.4264014327112209,1.0,0.0,,,
latent_variable_determination2,weak_measurement,0,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.6563636363636364,0.8079645466410895,0.6985037910520614,5.472843081179464,5.655487074074321,5.4792954671860645,0.7799999999999999,0.17681040900060907,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.024126719176877708,1.0,0.0,0.0,0.03476600228722902,0.016395438690137893,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05735818646824581,1.0,0.0,0.0,0.09820448003857701,0.010624612113646782,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05882797753414085,1.0,0.0,0.0,0.1010592754474937,0.009198251689852291,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,weak_measurement,1,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.36129032258064514,0.7697007222568836,0.7137536251270058,5.5695871489152715,5.565198804791745,4.9533497562308675,0.7328571428571429,0.46480288800376,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.029865371943005817,1.0,0.0,0.0,0.03032988691804042,0.0296303837590835,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05322353444967135,1.0,0.0,0.0,0.08615917012292294,0.02318222661518173,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,0.8999999999999999,0.11196589442177432,0.0,0.0,0.0,0.1920180845467324,0.019211191373879822,1.0,0.5,1.0,0.0,,,
latent_variable_determination2,weak_measurement,2,ok,6.0,6.0,0.0,0.9,1.0,0.9473684210526316,0.702262443438914,0.8059944475880217,0.6963668085315172,5.6909277146828865,6.082395744658169,5.811700679755351,0.65,0.22989887800940778,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.052038182724956895,1.0,0.0,0.0,0.09013277641317839,0.0,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.08444687992793892,0.0,0.0,0.0,0.14600453852660925,0.006184711728248705,1.0,1.0,0.6,0.7499999999999999,0.0,0.4,1.0,3.0,0.0,2.0,10.0,0.7071067811865475,2.0,0.13333333333333333,1.0,0.09650219127341401,0.0,0.0,0.0,0.16713531032219445,0.0013796385786709975,1.0,0.6123724356957946,2.0,0.0,,,
latent_variable_determination2,weak_measurement,3,ok,6.0,6.0,0.0,0.9473684210526315,1.0,0.972972972972973,0.5504587155963303,0.742288044391113,0.7112504593014956,5.882547226165831,6.248416045797093,5.536894430111833,0.7166666666666666,0.4842068950092653,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.028332078539144746,1.0,0.0,0.0,0.043809501813786234,0.015634058556124507,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.06856961192961877,1.0,0.0,0.0,0.11780439746296288,0.010665340569429067,1.0,1.0,0.4,0.5714285714285715,0.0,0.6,1.0,2.0,0.0,3.0,10.0,0.5547001962252291,3.0,0.2,1.0,0.12282152223119941,0.0,0.0,0.0,0.2126280471715845,0.00472718338788815,1.0,0.2500000000000001,3.0,0.0,,,
latent_variable_determination2,weak_measurement,4,ok,6.0,6.0,0.0,0.9473684210526315,1.0,0.972972972972973,0.5806451612903226,0.7967599084331564,0.6911544155494128,5.9918819860008705,6.158318017885258,6.059968004026778,0.6483333333333333,0.2610934630065458,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.031981720387331776,0.0,1.0,1.0,0.02847026919189762,0.03360011226872095,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,0.9666666666666667,0.08064315628875687,0.0,0.0,0.0,0.1363282909739591,0.02150061683717633,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.0797916573327506,0.0,0.0,0.0,0.1332326393224361,0.025972962469642678,1.0,0.5000000000000001,1.0,0.0,,,
latent_variable_determination2,unequal_group_quality,0,ok,6.0,6.0,0.0,0.9565217391304348,0.6666666666666666,0.7857142857142856,0.3545409592879512,0.9027399105628747,0.8482296516469553,5.551131403935752,5.5718646002751075,5.562577857537559,0.8566666666666667,0.19447131699416786,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.02859433512869588,1.0,0.0,0.0,0.03781451059316205,0.022616042900518073,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.048572311143782694,1.0,0.0,0.0,0.07887804257603234,0.020688917672499665,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05245298161307556,1.0,0.0,0.0,0.08339355808681975,0.025489804922018803,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,unequal_group_quality,1,ok,6.0,6.0,0.0,0.9166666666666666,1.0,0.9565217391304348,1.0,0.9226324476222963,0.8621875202835949,5.555285102190985,5.567567933365907,5.5640737822576,0.7684523809523809,0.19145830599882174,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.03445728828442295,0.0,1.0,1.0,0.030302248081746714,0.03635717198119082,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.06263187313120225,0.0,1.0,1.0,0.08282587451984837,0.04953851585277549,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.062146856578072174,0.0,1.0,1.0,0.08242976164057421,0.04894910491257494,1.0,0.8660254037844388,0.0,0.0,,,
latent_variable_determination2,unequal_group_quality,2,ok,6.0,6.0,0.0,0.8918918918918919,1.0,0.9428571428571428,1.0,0.9136018918006115,0.8526124947524422,5.5390552840674845,5.769947868726982,5.719906541567927,0.7433333333333333,0.19020067401288543,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.030764621675781752,1.0,0.0,0.0,0.0526518716638482,0.0057950949455379975,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05916424522958156,1.0,0.0,0.0,0.1010824434052622,0.01190721159592279,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.06057054999732134,1.0,0.0,0.0,0.10384873088924872,0.01053127897328741,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,unequal_group_quality,3,ok,6.0,6.0,0.0,0.8461538461538461,1.0,0.9166666666666666,0.5283497884344147,0.713991003276708,0.8565111979789667,5.947045721991226,6.0838726601814495,4.193675929629038,0.7433333333333334,0.19030257100530434,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.02640659881990389,1.0,0.0,0.0,0.03384305327767812,0.02175515029309484,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05132682470679081,1.0,0.0,0.0,0.08065277473850939,0.02644294547156347,1.0,0.6666666666666666,0.8,0.7272727272727272,0.3333333333333333,0.2,0.8,4.0,2.0,1.0,8.0,0.5773502691896257,3.0,0.2,0.8,0.20498865841705105,0.0,1.0,2.0,0.3499357059610114,0.04246205325014232,1.0,0.7071067811865476,0.0,0.0,,,
latent_variable_determination2,unequal_group_quality,4,ok,6.0,6.0,0.0,0.9705882352941176,1.0,0.9850746268656716,1.0,0.9127687365277457,0.8480068349262164,5.590337514634414,5.702609557374803,5.697119641691078,1.0,0.1813669929979369,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.013258811464036761,1.0,0.0,0.0,0.022600182858550175,0.0028827052465273586,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03577641579152243,1.0,0.0,0.0,0.05969742500099441,0.011748898435903127,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03608328245483215,1.0,0.0,0.0,0.05999138157057588,0.012390398609390297,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,cross_loadings,0,ok,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.9626673480141403,0.9267638115144784,5.499907287640815,5.57956386468544,5.57956386468544,0.7517857142857143,0.15850821700587403,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.02378315649090197,1.0,0.0,0.0,0.04119363540660375,0.0,1.0,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,1.0,0.054651777801909655,0.0,1.0,2.0,0.06443302500838788,0.049034863816454,1.0,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,1.0,0.054651777801909655,0.0,1.0,2.0,0.06443302500838788,0.049034863816454,1.0,0.3162277660168379,0.0,0.0,,,
latent_variable_determination2,cross_loadings,1,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.6375,0.946395992740067,0.9286204628372562,5.614258675193305,5.7536955237074805,5.576877620747856,0.7041414141414142,0.15239040499727707,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03028538833657975,1.0,0.0,0.0,0.04354205793065027,0.02068457675728728,1.0,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,1.0,0.0669898153750117,0.0,1.0,2.0,0.09265846552318234,0.049382764497462546,1.0,0.625,1.0,0.7692307692307693,0.375,0.0,0.7,5.0,3.0,0.0,7.0,0.6614378277661477,3.0,0.2,1.0,0.06453918534797007,0.0,1.0,3.0,0.0699496991377452,0.06165613889418406,1.0,0.5000000000000001,0.0,0.0,,,
latent_variable_determination2,cross_loadings,2,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.864516129032258,0.961389521679671,0.9314907141659255,5.718092345042453,5.750306169629636,5.707482639758583,0.6857142857142857,0.4067972129996633,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.050768296077888665,1.0,0.0,0.0,0.07652841352857166,0.03062402310896161,1.0,0.6666666666666666,0.8,0.7272727272727272,0.3333333333333333,0.2,0.8,4.0,2.0,1.0,8.0,0.5773502691896257,3.0,0.2,0.8833333333333333,0.07448590960356015,0.0,1.0,2.0,0.10597220038054503,0.05203049555267955,1.0,0.8,0.8,0.8000000000000002,0.2,0.2,0.9,4.0,1.0,1.0,9.0,0.7,2.0,0.13333333333333333,0.911111111111111,0.07488693026924036,0.0,1.0,1.0,0.1123251729517317,0.04586508746755949,1.0,0.6324555320336759,0.0,0.0,,,
latent_variable_determination2,cross_loadings,3,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.8587155963302753,0.9622004395705535,0.9302571397407021,5.950645626898366,5.992803506394888,5.958024001659239,0.8464285714285713,0.23814586900698487,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.040320703327085476,1.0,0.0,0.0,0.06449929251941787,0.018935662318322683,1.0,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,1.0,0.06874724826127022,0.0,1.0,2.0,0.08293428451675776,0.06041712043032025,1.0,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,1.0,0.06600665515302287,0.0,1.0,2.0,0.08037982790157143,0.05748790672821545,1.0,0.5000000000000001,0.0,0.0,,,
latent_variable_determination2,cross_loadings,4,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.7483870967741936,0.9554242220161216,0.929647523321525,6.006952783544229,5.978777548910652,5.893445055784907,0.9142857142857144,0.1611236160097178,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.024468351892057868,1.0,0.0,0.0,0.03293184126622029,0.018862589479670937,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.042033969605686644,0.0,1.0,1.0,0.0481776190448473,0.03859715550144163,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.0572163992309989,0.0,1.0,1.0,0.06030375223387681,0.05560848176941334,1.0,,0.0,0.0,,,
latent_variable_determination2,grouping_error,0,ok,6.0,6.0,0.0,0.972972972972973,1.0,0.9863013698630138,0.6967741935483871,0.9024050682904473,0.9342045044429607,5.472843081179464,5.513173170253277,3.9180890853953785,0.8099999999999999,0.2354804070055252,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.024126719176877708,1.0,0.0,0.0,0.03476600228722902,0.016395438690137893,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.029765015398338333,1.0,0.0,0.0,0.05065702623988353,0.006772522333728606,1.0,1.0,0.6,0.7499999999999999,0.0,0.4,1.0,3.0,0.0,2.0,10.0,0.7071067811865475,2.0,0.13333333333333333,0.925,0.17881722817411563,0.0,0.0,0.0,0.3077765676213854,0.02449885404279125,1.0,,2.0,0.0,,,
