scenario,seed,method,declared_failure,always_answer_form,gate_wrapped_answer
ate_poor_overlap,85000141,Metadata-only selector,support,True,False
ate_poor_overlap,85000141,Shallow risk selector,support,True,False
ate_poor_overlap,85000141,Convex stack,support,True,False
ate_poor_overlap,85000141,Linear g-computation,support,True,False
ate_poor_overlap,85000141,Random forest g-computation,support,True,False
ate_poor_overlap,85000141,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000141,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000142,Pretrained soft router,support,True,False
ate_poor_overlap,85000142,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000142,Temperature-scaled router,support,True,False
ate_poor_overlap,85000142,Uniform expert mean,support,True,False
ate_poor_overlap,85000142,Median expert,support,True,False
ate_poor_overlap,85000142,Best fixed expert,support,True,False
ate_poor_overlap,85000142,Metadata-only selector,support,True,False
ate_poor_overlap,85000142,Shallow risk selector,support,True,False
ate_poor_overlap,85000142,Convex stack,support,True,False
ate_poor_overlap,85000142,Linear g-computation,support,True,False
ate_poor_overlap,85000142,Random forest g-computation,support,True,False
ate_poor_overlap,85000142,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000142,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000143,Pretrained soft router,support,True,False
ate_poor_overlap,85000143,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000143,Temperature-scaled router,support,True,False
ate_poor_overlap,85000143,Uniform expert mean,support,True,False
ate_poor_overlap,85000143,Median expert,support,True,False
ate_poor_overlap,85000143,Best fixed expert,support,True,False
ate_poor_overlap,85000143,Metadata-only selector,support,True,False
ate_poor_overlap,85000143,Shallow risk selector,support,True,False
ate_poor_overlap,85000143,Convex stack,support,True,False
ate_poor_overlap,85000143,Linear g-computation,support,True,False
ate_poor_overlap,85000143,Random forest g-computation,support,True,False
ate_poor_overlap,85000143,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000143,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000144,Pretrained soft router,support,True,False
ate_poor_overlap,85000144,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000144,Temperature-scaled router,support,True,False
ate_poor_overlap,85000144,Uniform expert mean,support,True,False
ate_poor_overlap,85000144,Median expert,support,True,False
ate_poor_overlap,85000144,Best fixed expert,support,True,False
ate_poor_overlap,85000144,Metadata-only selector,support,True,False
ate_poor_overlap,85000144,Shallow risk selector,support,True,False
ate_poor_overlap,85000144,Convex stack,support,True,False
ate_poor_overlap,85000144,Linear g-computation,support,True,False
ate_poor_overlap,85000144,Random forest g-computation,support,True,False
ate_poor_overlap,85000144,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000144,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000145,Pretrained soft router,support,True,False
ate_poor_overlap,85000145,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000145,Temperature-scaled router,support,True,False
ate_poor_overlap,85000145,Uniform expert mean,support,True,False
ate_poor_overlap,85000145,Median expert,support,True,False
ate_poor_overlap,85000145,Best fixed expert,support,True,False
ate_poor_overlap,85000145,Metadata-only selector,support,True,False
ate_poor_overlap,85000145,Shallow risk selector,support,True,False
ate_poor_overlap,85000145,Convex stack,support,True,False
ate_poor_overlap,85000145,Linear g-computation,support,True,False
ate_poor_overlap,85000145,Random forest g-computation,support,True,False
ate_poor_overlap,85000145,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000145,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000146,Pretrained soft router,support,True,False
ate_poor_overlap,85000146,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000146,Temperature-scaled router,support,True,False
ate_poor_overlap,85000146,Uniform expert mean,support,True,False
ate_poor_overlap,85000146,Median expert,support,True,False
ate_poor_overlap,85000146,Best fixed expert,support,True,False
ate_poor_overlap,85000146,Metadata-only selector,support,True,False
ate_poor_overlap,85000146,Shallow risk selector,support,True,False
ate_poor_overlap,85000146,Convex stack,support,True,False
ate_poor_overlap,85000146,Linear g-computation,support,True,False
ate_poor_overlap,85000146,Random forest g-computation,support,True,False
ate_poor_overlap,85000146,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000146,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000147,Pretrained soft router,support,True,False
ate_poor_overlap,85000147,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000147,Temperature-scaled router,support,True,False
ate_poor_overlap,85000147,Uniform expert mean,support,True,False
ate_poor_overlap,85000147,Median expert,support,True,False
ate_poor_overlap,85000147,Best fixed expert,support,True,False
ate_poor_overlap,85000147,Metadata-only selector,support,True,False
ate_poor_overlap,85000147,Shallow risk selector,support,True,False
ate_poor_overlap,85000147,Convex stack,support,True,False
ate_poor_overlap,85000147,Linear g-computation,support,True,False
ate_poor_overlap,85000147,Random forest g-computation,support,True,False
ate_poor_overlap,85000147,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000147,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000148,Pretrained soft router,support,True,False
ate_poor_overlap,85000148,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000148,Temperature-scaled router,support,True,False
ate_poor_overlap,85000148,Uniform expert mean,support,True,False
ate_poor_overlap,85000148,Median expert,support,True,False
ate_poor_overlap,85000148,Best fixed expert,support,True,False
ate_poor_overlap,85000148,Metadata-only selector,support,True,False
ate_poor_overlap,85000148,Shallow risk selector,support,True,False
ate_poor_overlap,85000148,Convex stack,support,True,False
ate_poor_overlap,85000148,Linear g-computation,support,True,False
ate_poor_overlap,85000148,Random forest g-computation,support,True,False
ate_poor_overlap,85000148,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000148,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000149,Pretrained soft router,support,True,False
ate_poor_overlap,85000149,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000149,Temperature-scaled router,support,True,False
ate_poor_overlap,85000149,Uniform expert mean,support,True,False
ate_poor_overlap,85000149,Median expert,support,True,False
ate_poor_overlap,85000149,Best fixed expert,support,True,False
ate_poor_overlap,85000149,Metadata-only selector,support,True,False
ate_poor_overlap,85000149,Shallow risk selector,support,True,False
ate_poor_overlap,85000149,Convex stack,support,True,False
ate_poor_overlap,85000149,Linear g-computation,support,True,False
ate_poor_overlap,85000149,Random forest g-computation,support,True,False
ate_poor_overlap,85000149,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000149,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000150,Pretrained soft router,support,True,False
ate_poor_overlap,85000150,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000150,Temperature-scaled router,support,True,False
ate_poor_overlap,85000150,Uniform expert mean,support,True,False
ate_poor_overlap,85000150,Median expert,support,True,False
ate_poor_overlap,85000150,Best fixed expert,support,True,False
ate_poor_overlap,85000150,Metadata-only selector,support,True,False
ate_poor_overlap,85000150,Shallow risk selector,support,True,False
ate_poor_overlap,85000150,Convex stack,support,True,False
ate_poor_overlap,85000150,Linear g-computation,support,True,False
ate_poor_overlap,85000150,Random forest g-computation,support,True,False
ate_poor_overlap,85000150,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000150,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000151,Pretrained soft router,support,True,False
ate_poor_overlap,85000151,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000151,Temperature-scaled router,support,True,False
ate_poor_overlap,85000151,Uniform expert mean,support,True,False
ate_poor_overlap,85000151,Median expert,support,True,False
ate_poor_overlap,85000151,Best fixed expert,support,True,False
ate_poor_overlap,85000151,Metadata-only selector,support,True,False
ate_poor_overlap,85000151,Shallow risk selector,support,True,False
ate_poor_overlap,85000151,Convex stack,support,True,False
ate_poor_overlap,85000151,Linear g-computation,support,True,False
ate_poor_overlap,85000151,Random forest g-computation,support,True,False
ate_poor_overlap,85000151,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000151,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000152,Pretrained soft router,support,True,False
ate_poor_overlap,85000152,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000152,Temperature-scaled router,support,True,False
ate_poor_overlap,85000152,Uniform expert mean,support,True,False
ate_poor_overlap,85000152,Median expert,support,True,False
ate_poor_overlap,85000152,Best fixed expert,support,True,False
ate_poor_overlap,85000152,Metadata-only selector,support,True,False
ate_poor_overlap,85000152,Shallow risk selector,support,True,False
ate_poor_overlap,85000152,Convex stack,support,True,False
ate_poor_overlap,85000152,Linear g-computation,support,True,False
ate_poor_overlap,85000152,Random forest g-computation,support,True,False
ate_poor_overlap,85000152,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000152,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000153,Pretrained soft router,support,True,False
ate_poor_overlap,85000153,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000153,Temperature-scaled router,support,True,False
ate_poor_overlap,85000153,Uniform expert mean,support,True,False
ate_poor_overlap,85000153,Median expert,support,True,False
ate_poor_overlap,85000153,Best fixed expert,support,True,False
ate_poor_overlap,85000153,Metadata-only selector,support,True,False
ate_poor_overlap,85000153,Shallow risk selector,support,True,False
ate_poor_overlap,85000153,Convex stack,support,True,False
ate_poor_overlap,85000153,Linear g-computation,support,True,False
ate_poor_overlap,85000153,Random forest g-computation,support,True,False
ate_poor_overlap,85000153,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000153,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000154,Pretrained soft router,support,True,False
ate_poor_overlap,85000154,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000154,Temperature-scaled router,support,True,False
ate_poor_overlap,85000154,Uniform expert mean,support,True,False
ate_poor_overlap,85000154,Median expert,support,True,False
ate_poor_overlap,85000154,Best fixed expert,support,True,False
ate_poor_overlap,85000154,Metadata-only selector,support,True,False
ate_poor_overlap,85000154,Shallow risk selector,support,True,False
ate_poor_overlap,85000154,Convex stack,support,True,False
ate_poor_overlap,85000154,Linear g-computation,support,True,False
ate_poor_overlap,85000154,Random forest g-computation,support,True,False
ate_poor_overlap,85000154,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000154,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000155,Pretrained soft router,support,True,False
ate_poor_overlap,85000155,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000155,Temperature-scaled router,support,True,False
ate_poor_overlap,85000155,Uniform expert mean,support,True,False
ate_poor_overlap,85000155,Median expert,support,True,False
ate_poor_overlap,85000155,Best fixed expert,support,True,False
ate_poor_overlap,85000155,Metadata-only selector,support,True,False
ate_poor_overlap,85000155,Shallow risk selector,support,True,False
ate_poor_overlap,85000155,Convex stack,support,True,False
ate_poor_overlap,85000155,Linear g-computation,support,True,False
ate_poor_overlap,85000155,Random forest g-computation,support,True,False
ate_poor_overlap,85000155,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000155,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000156,Pretrained soft router,support,True,False
ate_poor_overlap,85000156,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000156,Temperature-scaled router,support,True,False
ate_poor_overlap,85000156,Uniform expert mean,support,True,False
ate_poor_overlap,85000156,Median expert,support,True,False
ate_poor_overlap,85000156,Best fixed expert,support,True,False
ate_poor_overlap,85000156,Metadata-only selector,support,True,False
ate_poor_overlap,85000156,Shallow risk selector,support,True,False
ate_poor_overlap,85000156,Convex stack,support,True,False
ate_poor_overlap,85000156,Linear g-computation,support,True,False
ate_poor_overlap,85000156,Random forest g-computation,support,True,False
ate_poor_overlap,85000156,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000156,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000157,Pretrained soft router,support,True,False
ate_poor_overlap,85000157,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000157,Temperature-scaled router,support,True,False
ate_poor_overlap,85000157,Uniform expert mean,support,True,False
ate_poor_overlap,85000157,Median expert,support,True,False
ate_poor_overlap,85000157,Best fixed expert,support,True,False
ate_poor_overlap,85000157,Metadata-only selector,support,True,False
ate_poor_overlap,85000157,Shallow risk selector,support,True,False
ate_poor_overlap,85000157,Convex stack,support,True,False
ate_poor_overlap,85000157,Linear g-computation,support,True,False
ate_poor_overlap,85000157,Random forest g-computation,support,True,False
ate_poor_overlap,85000157,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000157,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000158,Pretrained soft router,support,True,False
ate_poor_overlap,85000158,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000158,Temperature-scaled router,support,True,False
ate_poor_overlap,85000158,Uniform expert mean,support,True,False
ate_poor_overlap,85000158,Median expert,support,True,False
ate_poor_overlap,85000158,Best fixed expert,support,True,False
ate_poor_overlap,85000158,Metadata-only selector,support,True,False
ate_poor_overlap,85000158,Shallow risk selector,support,True,False
ate_poor_overlap,85000158,Convex stack,support,True,False
ate_poor_overlap,85000158,Linear g-computation,support,True,False
ate_poor_overlap,85000158,Random forest g-computation,support,True,False
ate_poor_overlap,85000158,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000158,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000159,Pretrained soft router,support,True,False
ate_poor_overlap,85000159,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000159,Temperature-scaled router,support,True,False
ate_poor_overlap,85000159,Uniform expert mean,support,True,False
ate_poor_overlap,85000159,Median expert,support,True,False
ate_poor_overlap,85000159,Best fixed expert,support,True,False
ate_poor_overlap,85000159,Metadata-only selector,support,True,False
ate_poor_overlap,85000159,Shallow risk selector,support,True,False
ate_poor_overlap,85000159,Convex stack,support,True,False
ate_poor_overlap,85000159,Linear g-computation,support,True,False
ate_poor_overlap,85000159,Random forest g-computation,support,True,False
ate_poor_overlap,85000159,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000159,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000160,Pretrained soft router,support,True,False
ate_poor_overlap,85000160,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000160,Temperature-scaled router,support,True,False
ate_poor_overlap,85000160,Uniform expert mean,support,True,False
ate_poor_overlap,85000160,Median expert,support,True,False
ate_poor_overlap,85000160,Best fixed expert,support,True,False
ate_poor_overlap,85000160,Metadata-only selector,support,True,False
ate_poor_overlap,85000160,Shallow risk selector,support,True,False
ate_poor_overlap,85000160,Convex stack,support,True,False
ate_poor_overlap,85000160,Linear g-computation,support,True,False
ate_poor_overlap,85000160,Random forest g-computation,support,True,False
ate_poor_overlap,85000160,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000160,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000161,Pretrained soft router,support,True,False
ate_poor_overlap,85000161,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000161,Temperature-scaled router,support,True,False
ate_poor_overlap,85000161,Uniform expert mean,support,True,False
ate_poor_overlap,85000161,Median expert,support,True,False
ate_poor_overlap,85000161,Best fixed expert,support,True,False
ate_poor_overlap,85000161,Metadata-only selector,support,True,False
ate_poor_overlap,85000161,Shallow risk selector,support,True,False
ate_poor_overlap,85000161,Convex stack,support,True,False
ate_poor_overlap,85000161,Linear g-computation,support,True,False
ate_poor_overlap,85000161,Random forest g-computation,support,True,False
ate_poor_overlap,85000161,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000161,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000162,Pretrained soft router,support,True,False
ate_poor_overlap,85000162,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000162,Temperature-scaled router,support,True,False
ate_poor_overlap,85000162,Uniform expert mean,support,True,False
ate_poor_overlap,85000162,Median expert,support,True,False
ate_poor_overlap,85000162,Best fixed expert,support,True,False
ate_poor_overlap,85000162,Metadata-only selector,support,True,False
ate_poor_overlap,85000162,Shallow risk selector,support,True,False
ate_poor_overlap,85000162,Convex stack,support,True,False
ate_poor_overlap,85000162,Linear g-computation,support,True,False
ate_poor_overlap,85000162,Random forest g-computation,support,True,False
ate_poor_overlap,85000162,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000162,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000163,Pretrained soft router,support,True,False
ate_poor_overlap,85000163,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000163,Temperature-scaled router,support,True,False
ate_poor_overlap,85000163,Uniform expert mean,support,True,False
ate_poor_overlap,85000163,Median expert,support,True,False
ate_poor_overlap,85000163,Best fixed expert,support,True,False
ate_poor_overlap,85000163,Metadata-only selector,support,True,False
ate_poor_overlap,85000163,Shallow risk selector,support,True,False
ate_poor_overlap,85000163,Convex stack,support,True,False
ate_poor_overlap,85000163,Linear g-computation,support,True,False
ate_poor_overlap,85000163,Random forest g-computation,support,True,False
ate_poor_overlap,85000163,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000163,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000164,Pretrained soft router,support,True,False
ate_poor_overlap,85000164,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000164,Temperature-scaled router,support,True,False
ate_poor_overlap,85000164,Uniform expert mean,support,True,False
ate_poor_overlap,85000164,Median expert,support,True,False
ate_poor_overlap,85000164,Best fixed expert,support,True,False
ate_poor_overlap,85000164,Metadata-only selector,support,True,False
ate_poor_overlap,85000164,Shallow risk selector,support,True,False
ate_poor_overlap,85000164,Convex stack,support,True,False
ate_poor_overlap,85000164,Linear g-computation,support,True,False
ate_poor_overlap,85000164,Random forest g-computation,support,True,False
ate_poor_overlap,85000164,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000164,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000165,Pretrained soft router,support,True,False
ate_poor_overlap,85000165,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000165,Temperature-scaled router,support,True,False
ate_poor_overlap,85000165,Uniform expert mean,support,True,False
ate_poor_overlap,85000165,Median expert,support,True,False
ate_poor_overlap,85000165,Best fixed expert,support,True,False
ate_poor_overlap,85000165,Metadata-only selector,support,True,False
ate_poor_overlap,85000165,Shallow risk selector,support,True,False
ate_poor_overlap,85000165,Convex stack,support,True,False
ate_poor_overlap,85000165,Linear g-computation,support,True,False
ate_poor_overlap,85000165,Random forest g-computation,support,True,False
ate_poor_overlap,85000165,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000165,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000166,Pretrained soft router,support,True,False
ate_poor_overlap,85000166,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000166,Temperature-scaled router,support,True,False
ate_poor_overlap,85000166,Uniform expert mean,support,True,False
ate_poor_overlap,85000166,Median expert,support,True,False
ate_poor_overlap,85000166,Best fixed expert,support,True,False
ate_poor_overlap,85000166,Metadata-only selector,support,True,False
ate_poor_overlap,85000166,Shallow risk selector,support,True,False
ate_poor_overlap,85000166,Convex stack,support,True,False
ate_poor_overlap,85000166,Linear g-computation,support,True,False
ate_poor_overlap,85000166,Random forest g-computation,support,True,False
ate_poor_overlap,85000166,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000166,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000167,Pretrained soft router,support,True,False
ate_poor_overlap,85000167,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000167,Temperature-scaled router,support,True,False
ate_poor_overlap,85000167,Uniform expert mean,support,True,False
ate_poor_overlap,85000167,Median expert,support,True,False
ate_poor_overlap,85000167,Best fixed expert,support,True,False
ate_poor_overlap,85000167,Metadata-only selector,support,True,False
ate_poor_overlap,85000167,Shallow risk selector,support,True,False
ate_poor_overlap,85000167,Convex stack,support,True,False
ate_poor_overlap,85000167,Linear g-computation,support,True,False
ate_poor_overlap,85000167,Random forest g-computation,support,True,False
ate_poor_overlap,85000167,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000167,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000168,Pretrained soft router,support,True,False
ate_poor_overlap,85000168,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000168,Temperature-scaled router,support,True,False
ate_poor_overlap,85000168,Uniform expert mean,support,True,False
ate_poor_overlap,85000168,Median expert,support,True,False
ate_poor_overlap,85000168,Best fixed expert,support,True,False
ate_poor_overlap,85000168,Metadata-only selector,support,True,False
ate_poor_overlap,85000168,Shallow risk selector,support,True,False
ate_poor_overlap,85000168,Convex stack,support,True,False
ate_poor_overlap,85000168,Linear g-computation,support,True,False
ate_poor_overlap,85000168,Random forest g-computation,support,True,False
ate_poor_overlap,85000168,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000168,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000169,Pretrained soft router,support,True,False
ate_poor_overlap,85000169,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000169,Temperature-scaled router,support,True,False
ate_poor_overlap,85000169,Uniform expert mean,support,True,False
ate_poor_overlap,85000169,Median expert,support,True,False
ate_poor_overlap,85000169,Best fixed expert,support,True,False
ate_poor_overlap,85000169,Metadata-only selector,support,True,False
ate_poor_overlap,85000169,Shallow risk selector,support,True,False
ate_poor_overlap,85000169,Convex stack,support,True,False
ate_poor_overlap,85000169,Linear g-computation,support,True,False
ate_poor_overlap,85000169,Random forest g-computation,support,True,False
ate_poor_overlap,85000169,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000169,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000170,Pretrained soft router,support,True,False
ate_poor_overlap,85000170,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000170,Temperature-scaled router,support,True,False
ate_poor_overlap,85000170,Uniform expert mean,support,True,False
ate_poor_overlap,85000170,Median expert,support,True,False
ate_poor_overlap,85000170,Best fixed expert,support,True,False
ate_poor_overlap,85000170,Metadata-only selector,support,True,False
ate_poor_overlap,85000170,Shallow risk selector,support,True,False
ate_poor_overlap,85000170,Convex stack,support,True,False
ate_poor_overlap,85000170,Linear g-computation,support,True,False
ate_poor_overlap,85000170,Random forest g-computation,support,True,False
ate_poor_overlap,85000170,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000170,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000171,Pretrained soft router,support,True,False
ate_poor_overlap,85000171,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000171,Temperature-scaled router,support,True,False
ate_poor_overlap,85000171,Uniform expert mean,support,True,False
ate_poor_overlap,85000171,Median expert,support,True,False
ate_poor_overlap,85000171,Best fixed expert,support,True,False
ate_poor_overlap,85000171,Metadata-only selector,support,True,False
ate_poor_overlap,85000171,Shallow risk selector,support,True,False
ate_poor_overlap,85000171,Convex stack,support,True,False
ate_poor_overlap,85000171,Linear g-computation,support,True,False
ate_poor_overlap,85000171,Random forest g-computation,support,True,False
ate_poor_overlap,85000171,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000171,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000172,Pretrained soft router,support,True,False
ate_poor_overlap,85000172,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000172,Temperature-scaled router,support,True,False
ate_poor_overlap,85000172,Uniform expert mean,support,True,False
ate_poor_overlap,85000172,Median expert,support,True,False
ate_poor_overlap,85000172,Best fixed expert,support,True,False
ate_poor_overlap,85000172,Metadata-only selector,support,True,False
ate_poor_overlap,85000172,Shallow risk selector,support,True,False
ate_poor_overlap,85000172,Convex stack,support,True,False
ate_poor_overlap,85000172,Linear g-computation,support,True,False
ate_poor_overlap,85000172,Random forest g-computation,support,True,False
ate_poor_overlap,85000172,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000172,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000173,Pretrained soft router,support,True,False
ate_poor_overlap,85000173,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000173,Temperature-scaled router,support,True,False
ate_poor_overlap,85000173,Uniform expert mean,support,True,False
ate_poor_overlap,85000173,Median expert,support,True,False
ate_poor_overlap,85000173,Best fixed expert,support,True,False
ate_poor_overlap,85000173,Metadata-only selector,support,True,False
ate_poor_overlap,85000173,Shallow risk selector,support,True,False
ate_poor_overlap,85000173,Convex stack,support,True,False
ate_poor_overlap,85000173,Linear g-computation,support,True,False
ate_poor_overlap,85000173,Random forest g-computation,support,True,False
ate_poor_overlap,85000173,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000173,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000174,Pretrained soft router,support,True,False
ate_poor_overlap,85000174,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000174,Temperature-scaled router,support,True,False
ate_poor_overlap,85000174,Uniform expert mean,support,True,False
ate_poor_overlap,85000174,Median expert,support,True,False
ate_poor_overlap,85000174,Best fixed expert,support,True,False
ate_poor_overlap,85000174,Metadata-only selector,support,True,False
ate_poor_overlap,85000174,Shallow risk selector,support,True,False
ate_poor_overlap,85000174,Convex stack,support,True,False
ate_poor_overlap,85000174,Linear g-computation,support,True,False
ate_poor_overlap,85000174,Random forest g-computation,support,True,False
ate_poor_overlap,85000174,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000174,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000175,Pretrained soft router,support,True,False
ate_poor_overlap,85000175,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000175,Temperature-scaled router,support,True,False
ate_poor_overlap,85000175,Uniform expert mean,support,True,False
ate_poor_overlap,85000175,Median expert,support,True,False
ate_poor_overlap,85000175,Best fixed expert,support,True,False
ate_poor_overlap,85000175,Metadata-only selector,support,True,False
ate_poor_overlap,85000175,Shallow risk selector,support,True,False
ate_poor_overlap,85000175,Convex stack,support,True,False
ate_poor_overlap,85000175,Linear g-computation,support,True,False
ate_poor_overlap,85000175,Random forest g-computation,support,True,False
ate_poor_overlap,85000175,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000175,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000176,Pretrained soft router,support,True,False
ate_poor_overlap,85000176,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000176,Temperature-scaled router,support,True,False
ate_poor_overlap,85000176,Uniform expert mean,support,True,False
ate_poor_overlap,85000176,Median expert,support,True,False
ate_poor_overlap,85000176,Best fixed expert,support,True,False
ate_poor_overlap,85000176,Metadata-only selector,support,True,False
ate_poor_overlap,85000176,Shallow risk selector,support,True,False
ate_poor_overlap,85000176,Convex stack,support,True,False
ate_poor_overlap,85000176,Linear g-computation,support,True,False
ate_poor_overlap,85000176,Random forest g-computation,support,True,False
ate_poor_overlap,85000176,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000176,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000177,Pretrained soft router,support,True,False
ate_poor_overlap,85000177,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000177,Temperature-scaled router,support,True,False
ate_poor_overlap,85000177,Uniform expert mean,support,True,False
ate_poor_overlap,85000177,Median expert,support,True,False
ate_poor_overlap,85000177,Best fixed expert,support,True,False
ate_poor_overlap,85000177,Metadata-only selector,support,True,False
ate_poor_overlap,85000177,Shallow risk selector,support,True,False
ate_poor_overlap,85000177,Convex stack,support,True,False
ate_poor_overlap,85000177,Linear g-computation,support,True,False
ate_poor_overlap,85000177,Random forest g-computation,support,True,False
ate_poor_overlap,85000177,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000177,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000178,Pretrained soft router,support,True,False
ate_poor_overlap,85000178,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000178,Temperature-scaled router,support,True,False
ate_poor_overlap,85000178,Uniform expert mean,support,True,False
ate_poor_overlap,85000178,Median expert,support,True,False
ate_poor_overlap,85000178,Best fixed expert,support,True,False
